DescriptorClass,DescriptorUI,NLMClassificationNumber,DescriptorName,DateCreated,Annotation,AllowableQualifiersList,PharmacologicalActionList,OnlineNote,HistoryNote,PublicMeSHNote
{'DescriptorClass': '1'},D019617,,,,,,,,2003 (1998),2003; see HALOBACTERIUM SALINARIUM 1998-2002; for HALOBACTERIUM HALOBIUM see HALOBACTERIA HALOBIUM 1992-2003
{'DescriptorClass': '1'},D019619,,,,"an order of the kingdom of Crenarchaeota, of the domain Archaea",,,,98,98
{'DescriptorClass': '1'},D019620,,,,,,,,1998,1998
{'DescriptorClass': '1'},D019621,,,,"a genus of Halobacteriaceae, extremely halophilic",,,,98,98
{'DescriptorClass': '1'},D019622,,,,"a species of Haloferax found in the Dead Sea; volcanii refers to B.E. Volcani, discoverer of life in the Dead Sea",,,,98,98
{'DescriptorClass': '1'},D019623,,,,a species of Haloferax of the family Halobacteriaceae,,,,98,98
{'DescriptorClass': '1'},D019624,,,,,,,,1998,1998
{'DescriptorClass': '1'},D019625,,,,"a genus of Halobacteriaceae, extremely halophilic",,,,98,98
{'DescriptorClass': '1'},D019633,,,,natrono- refers to its presence in SODA LAKES & soda soils,,,,98,98
{'DescriptorClass': '1'},D019634,,,,natrono- refers to its presence in SODA LAKES & soda soils,,,,98,98
{'DescriptorClass': '1'},D019635,,,,,,,,98,98
{'DescriptorClass': '1'},D019636,WL 358.5,,,"general or unspecified; prefer specifics; /genet: consider also HEREDODEGENERATIVE DISORDERS, NERVOUS SYSTEM",,,,98,98
{'DescriptorClass': '1'},D019637,,,,,,,,98,98
{'DescriptorClass': '1'},D019638,,,,,,,,98,98
{'DescriptorClass': '1'},D019639,,,,,,,,98,98
{'DescriptorClass': '1'},D019640,,,,,,,,98,98
{'DescriptorClass': '1'},D019641,,,,IM; coord with specific archaeon (IM); /drug eff /ultrastruct permitted,,,,98,98
{'DescriptorClass': '1'},D019642,,,,IM; coord with specific archaeon (IM); /drug eff /ultrastruct permitted,,,,98,98
{'DescriptorClass': '1'},D019643,,,,general; note specifics,,,,98; use JOINT PROSTHESIS 1979-97,98; see JOINT PROSTHESIS 1979-97
{'DescriptorClass': '1'},D019644,WE 862,,,,,,,98; use HIP PROSTHESIS 1980-97,98; see HIP PROSTHESIS 1980-97
{'DescriptorClass': '1'},D019645,WE 874,,,,,,,"98; use KNEE PROSTHESIS 1980-97; for KNEE REPLACEMENT, TOTAL use KNEE PROSTHESIS 1992-97","98; see KNEE PROSTHESIS 1980-97; for KNEE REPLACEMENT, TOTAL see KNEE PROSTHESIS 1992-97"
{'DescriptorClass': '1'},D019646,,,,,,,,"98; use DECOMPRESSION 1981-97, use ATMOSPHERIC PRESSURE 1975-80; use DECOMPRESSION 1964-74","98; see DECOMPRESSION 1981-97, see ATMOSPHERIC PRESSURE 1975-80"
{'DescriptorClass': '1'},D019647,,,,cranio-maxillo-facial surgical procedures do not go here unless clearly dental; use instead specific anatomical terms /surg or specific surgical procedure if pertinent,,,,98,98
{'DescriptorClass': '1'},D019648,,,,general or unspecified; prefer specifics,,,,98,98
{'DescriptorClass': '1'},D019649,,,,GEN or unspecified; prefer specific activities,,,,98,98
{'DescriptorClass': '1'},D019650,,,,"note category; ""release of stem cells from bone marrow into peripheral blood circ"" prior to stem cell transpl",,,,98,98
{'DescriptorClass': '1'},D019651,,,,"do not confuse with SURGERY, PLASTIC, the specialty",,,,98,98
{'DescriptorClass': '1'},D019652,,,,indust removal of raw materials from the earth & conversion into refined products,,,,98,98
{'DescriptorClass': '1'},D019653,,,,,,,,98,98
{'DescriptorClass': '1'},D019654,,,,,,,,"98; was see LENSES, INTRAOCULAR 1979-97","98; was see LENSES, INTRAOCULAR 1979-97"
{'DescriptorClass': '1'},D019655,QU 500,,,,,,,1998,1998; see QUANTITATIVE TRAIT 1998-2002
{'DescriptorClass': '1'},D019656,,,,do not confuse entry term ALLELIC LOSS with ALLELIC IMBALANCE,,,,98,98
{'DescriptorClass': '1'},D019657,,,,,,,,98,98
{'DescriptorClass': '1'},D019658,,,,prefer specific plant,,,,98,98
{'DescriptorClass': '1'},D019659,,,,note entry term ENHYDRA FLUCTUANS: do not confuse with the sea otter ENHYDRA LUTRIS see OTTERS,,,,1998; for DORONICUM use ARNICA 1996-2002,1998; for DORONICUM see ARNICA 1996-2002
{'DescriptorClass': '1'},D019660,,,,,,,,98,98
{'DescriptorClass': '1'},D019661,,,,prefer specific plant,,,,98,98
{'DescriptorClass': '1'},D019662,,,,,,,,1998; for MELONS use CUCUMIS 2002-2004,1998; for MELONS see CUCUMIS 2002-2004
{'DescriptorClass': '1'},D019663,,,,,,,,98,98
{'DescriptorClass': '1'},D019664,,,,FAGOPYRUM & RHEUM are also available; prefer specific plant,,,,1998,1998
{'DescriptorClass': '1'},D019665,,,,,,,,98,98
{'DescriptorClass': '1'},D019666,,,,do not confuse entry term CRUCIATA with crucifers (BRASSICACEAE),,,,1998,1998
{'DescriptorClass': '1'},D019668,,,,,,,,98,98
{'DescriptorClass': '1'},D019669,,,,general or unspecified; prefer specifics,,,,2011 (1998),2011; see PLANT FAMILIES AND GROUPS 1998-2010
{'DescriptorClass': '1'},D019672,,,,general or unspecified; prefer specifics,,,,98,98
{'DescriptorClass': '1'},D019673,,,,,,,,98,98
{'DescriptorClass': '1'},D019674,,,,,,,,98,98
{'DescriptorClass': '1'},D019675,,,,,,,,98,98
{'DescriptorClass': '1'},D019676,,,,,,,,98,98
{'DescriptorClass': '1'},D019677,,,,GENE FUSION is also available,,,,2006 (1998),"2006; see GENE FUSION 1998-2005; see CLONING, MOLECULAR 1988-1997"
{'DescriptorClass': '1'},D019679,,,,,,,,98; use KININOGENS 1989-97,98; see KININOGENS 1989-97
{'DescriptorClass': '1'},D019680,,,,,,,,99(98),"99; see DNA SEQUENCE, UNSTABLE 1998"
{'DescriptorClass': '1'},D019683,,,,frequency a gene or gene combination is manifested in the phenotype,,,,98,98
{'DescriptorClass': '1'},D019684,,,,,,,,2018(1998),2018; see ANGIOSPERMS 1997-2017
{'DescriptorClass': '1'},D019685,,,,,,,,1998,1998
{'DescriptorClass': '1'},D019686,,,,,,,,1998,1998
{'DescriptorClass': '1'},D019687,WP 454,,,do not confuse with UTERINE PROLAPSE,,,,98; was see UTERINE DISEASES 1993-97,98; was see UTERINE DISEASES 1993-97
{'DescriptorClass': '1'},D019688,,,,general or unspecified; prefer specifics,,,,98,98
{'DescriptorClass': '1'},D019690,,,,"for routine use as label, use no qualifiers",,,,98; see TECHNETIUM TC 99M EXAMETAZIME (NM) 1985-97,"98; TECHNETIUM TC 99M EXAMETAZINE was indexed under ORGANOTECHNETIUM COMPOUNDS 1990-97, OXIMES 1985-97, & ORGANOMETALLIC COMPOUNDS 1985-89"
{'DescriptorClass': '1'},D019691,,,,,,,,98,98
{'DescriptorClass': '1'},D019692,,,,,,,,98,98
{'DescriptorClass': '1'},D019693,WI 715,,,,,,,1998,1998
{'DescriptorClass': '1'},D019694,WC 536,,,,,,,98,98
{'DescriptorClass': '1'},D019695,,,,do not confuse with GLYCYRRHETINIC ACID,,,,98; see GLYCYRRHIZIC ACID (NM) 1976-97,"98; GLYCYRRHIZIC ACID was indexed under GLYCYRRHETINIC ACID 1979-97, GLYCYRRHIZA 1976-79, GLUCOSIDURONATES 1976-79, & ENOXOLONE 1977-79"
{'DescriptorClass': '1'},D019696,,,,,,,,98; use PEPTIDYLPROLYL ISOMERASE (NM) 1984-97,98; PEPTIDYLPROLYL ISOMERASE was indexed under CARRIER PROTEINS & AMINO ACID ISOMERASES 1984-97
{'DescriptorClass': '1'},D019697,,,,,,,,98; was see ALLIUM 1986-97,98; was see ALLIUM 1986-97
{'DescriptorClass': '1'},D019698,WC 536,,,,,,,98,98
{'DescriptorClass': '1'},D019699,,,,membrane glycoproteins; THROMBOSPONDIN 1 is also available,,,,98; see THROMBOSPONDINS (NM) 1981-97,"98; THROMBOSPONDIN was indexed under MEMBRANE GLYCOPROTEINS 1989-97, PLATELET MEMBRANE GLYCOPROTEINS 1992-93, & GLYCOPROTEINS 1981-89"
{'DescriptorClass': '1'},D019700,,,,a membrane glycoprotein,,,,98; see THROMBOSPONDIN (NM) 1991-97,98; THROMBOSPONDIN 1 was indexed under MEMBRANE GLYCOPROTEINS 1993-97& PLATELET MEMBRANE GLYCOPROTEINS 1991-93
{'DescriptorClass': '1'},D019701,,,,,,,,98,98
{'DescriptorClass': '1'},D019703,,,,,,,,98; see CALCINEURIN (NM) 1987-97,98; CALCINEURIN was indexed under PHOSPHOPROTEIN PHOSPHATASE 1988-97 & CALMODULIN-BINDING PROTEINS 1986-97; CALCINEURIN B (now CALCINEURIN) was indexed under CALCIUM-BINDING PROTEINS 1994-97
{'DescriptorClass': '1'},D019704,,,,,,,,2008(1998);,"2008; see PROTEIN DISULFIDE-ISOMERASE 1998-2008; PROTEIN DISULFIDE-ISOMERASE was indexed under ISOMERASES 1977-1997, DISULFIDES 1974-1982, & PROTEINS 1974-1979"
{'DescriptorClass': '1'},D019706,,,,for miniature end plate potentials or miniature excitatory postsynaptic potentials coordinate with MINIATURE POSTSYNAPTIC POTENTIALS,,,,98,98
{'DescriptorClass': '1'},D019707,QW 569,,,,,,,1998,1998
{'DescriptorClass': '1'},D019708,,,,,,,,98,98
{'DescriptorClass': '1'},D019709,,,,"an order of the kingdom of Euryarchaeota, of the domain of Archaea",,,,98,98
{'DescriptorClass': '1'},D019710,,,,a family of the order Thermococcales,,,,98,98
{'DescriptorClass': '1'},D019711,,,,"a genus of archaea found in heated seawaters; THERMOCOCCUS, found in heated seawater, is also available",,,,98,98
{'DescriptorClass': '1'},D019712,,,,"a genus of archaea found in heated sea flows; PYROCOCCUS, found in heated seawater, is also available",,,,98,98
{'DescriptorClass': '1'},D019713,,,,,,,,"1998; use RECEPTORS, CCR5 (NM) 1996-97","1998; CC CHEMOKINE RECEPTOR 5 (now RECEPTORS, CCR5) was indexed under RECEPTORS, HIV 1997 & RECEPTORS, CYTOKINE 1996-97"
{'DescriptorClass': '1'},D019714,,,,general or unspecified; prefer specifics,,,,98; see TISSUE INHIBITOR OF METALLOPROTEINASES (NM) 1980-97,98; COLLAGENASE INHIBITOR (now TISSUE INHIBITOR OF METALLOPROTEINASES) was indexed under GLYCOPROTEINS 1989-97 & ENZYME INHIBITORS 1980-90
{'DescriptorClass': '1'},D019715,,,,,,,,98; see TISSUE-INHIBITOR OF METALLOPROTEINASE-1 (NM) 1980-97,98; COLLAGENASE INHIBITOR (now TISSUE-INHIBITOR OF METALLOPROTEINASE-1) was indexed under GLYCOPROTEINS 1990-97
{'DescriptorClass': '1'},D019716,,,,,,,,1998; see TISSUE INHIBITOR OF METALLOPROTEINASE-2 (NM) 1989-1997,1998; TISSUE INHIBITOR OF METALLOPROTEINASE 2 was indexed under PROTEINS 1990-97 & NEOPLASM PROTEINS 1989-1993
{'DescriptorClass': '1'},D019717,,,,,,,,1998; see TISSUE INHIBITOR OF METALLOPROTEINASE-3 (NM) 1992-1997,1998; TISSUE INHIBITOR OF METALLOPROTEINASE 3 was indexed under PROTEINS 1995-97 & NEOPLASM PROTEINS 1992-1995
{'DescriptorClass': '1'},D019718,,,,,,,,"1998; use RECEPTORS, CXCR4 1994-97","1998; FUSIN was indexed under RECEPTORS, HIV 1997 and MEMBRANE PROTEINS 1996-97; LESTR RECEPTOR was indexed under RECEPTORS, IMMUNOLOGIC 1994-97"
{'DescriptorClass': '1'},D019719,,,,,,,,98,98
{'DescriptorClass': '1'},D019720,WV 26,,,,,,,98,98
{'DescriptorClass': '1'},D019721,WW 26,,,,,,,98,98
{'DescriptorClass': '1'},D019722,WG 26,,,,,,,98,98
{'DescriptorClass': '1'},D019723,,,,general or unspecified; prefer specifics,,,,98,98
{'DescriptorClass': '1'},D019724,,,,,,,,99,99
{'DescriptorClass': '1'},D019726,,,,add UNITED STATES; CATALOGER: Use NAF entry,,,,99,99
{'DescriptorClass': '1'},D019727,,,,,,,,99,99
{'DescriptorClass': '1'},D019728,,,,,,,,98; use KININOGENS 1989-97,98; see KININOGENS 1989-97
{'DescriptorClass': '1'},D019729,,,,do not confuse with CARBON-OXYGEN LYASES,,,,98,98
{'DescriptorClass': '1'},D019730,,,,,,,,98,98
{'DescriptorClass': '1'},D019731,,,,,,,,98,98
{'DescriptorClass': '1'},D019732,,,,,,,,98,98
{'DescriptorClass': '1'},D019733,,,,,,,,98,98
{'DescriptorClass': '1'},D019735,,,,,,,,98,98
{'DescriptorClass': '1'},D019736,,,,general or unspecified; prefer specifics; coordinate with prosthetic or implant material if pertinent; adv eff: consider PROSTHESIS-RELATED INFECTIONS; BIOPROSTHESIS is also available,,,,1998,"1998; IMPLANTS, ARTIFICIAL was heading 1981-1997; PROSTHESIS was heading 1963-1997"
{'DescriptorClass': '1'},D019737,,,,use for the transplant itself: use TRANSPLANTATION for the surgical procedure; note specifics; coordinate IM with organ / transpl (IM) or precoordinated organ / transplantation term (IM),,,,"98; ORGAN TRANSPLANTS was see ORGAN TRANSPLANTATION 1991-97, was see TRANSPLANTATION 1990","98; ORGAN TRANSPLANTS was see ORGAN TRANSPLANTATION 1991-97, was see TRANSPLANTATION 1990"
{'DescriptorClass': '1'},D019738,,,,GEN or unspecified; prefer specifics; coord IM with organ or tissue /surg (IM) or specific surg procedure (IM),,,,98,98
{'DescriptorClass': '1'},D019739,,,,autol skeletal musc wrapped around heart & electrically stimulated to provide mechanical heart assist,,,,98; was see CARDIOMYOPLASTY 1995-97,98; was see CARDIOMYOPLASTY 1995-97
{'DescriptorClass': '1'},D019741,,,,"infection: coordinate with HAEMOPHILUS INFECTIONS or MENINGITIS, HAEMOPHILUS; HAEMOPHILUS VACCINES is available",,,,98,98
{'DescriptorClass': '1'},D019742,,,,"do not confuse with CHEMOKINES, C or CHEMOKINES, CXC",,,,98,98
{'DescriptorClass': '1'},D019743,,,,"do not confuse with CHEMOKINES, C or CHEMOKINES, CC",,,,98,98
{'DescriptorClass': '1'},D019744,,,,"do not confuse with CHEMOKINES, CC or CHEMOKINES, CXC",,,,98,98
{'DescriptorClass': '1'},D019745,,,,,,,,98,98
{'DescriptorClass': '1'},D019746,,,,,,,,98,98
{'DescriptorClass': '1'},D019747,,,,,,,,98,98
{'DescriptorClass': '1'},D019748,,,,,,,,98,98
{'DescriptorClass': '1'},D019749,,,,,,,,98,98
{'DescriptorClass': '1'},D019751,,,,,,,,98,98
{'DescriptorClass': '1'},D019753,,,,,,,,98,98
{'DescriptorClass': '1'},D019755,,,,,,,,98,98
{'DescriptorClass': '1'},D019757,,,,,,,,98,98
{'DescriptorClass': '1'},D019759,,,,,,,,98,98
{'DescriptorClass': '1'},D019760,,,,,,,,98,98
{'DescriptorClass': '1'},D019761,,,,,,,,98,98
{'DescriptorClass': '1'},D019763,,,,,,,,98; use HEPARIN LYASE (NM) 1973-97,"98; HEPARIN LYASE was indexed under POLYSACCHARIDE-LYASES 1975-97, HEPARIN 1973-82 & LYASES 1973-79"
{'DescriptorClass': '1'},D019764,,,,do not confuse with PHOSPHOENOLPYRUVATE CARBOXYKINASE (GTP),,,,1998; use PHOSPHOENOLPYRUVATE CARBOXYKINASE (ATP) (NM) 1994-1997,1998; PHOSPHOENOLPYRUVATE CARBOXYKINASE (ATP) was indexed under PHOSPHOENOLPYRUVATE CARBOXYKINASES 1994-1997
{'DescriptorClass': '1'},D019765,,,,do not confuse with CHONDROITIN LYASES,,,,98; use CHONDROITIN LYASES 1975-97,98; see CHONDROITIN LYASES 1975-97
{'DescriptorClass': '1'},D019766,,,,coordinate IM with specific archaeon /genet (IM),,,,98,98
{'DescriptorClass': '1'},D019767,,,,"GEN or unspecified & involving both the maxilla & the face: not a substitute for MAXILLA /abnorm or FACE /abnorm or FACIAL BONES /abnorm; do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; DF: MAXILLOFACIAL ABNORM",,,,98,98
{'DescriptorClass': '1'},D019770,,,,,,,,98,98
{'DescriptorClass': '1'},D019771,,,,NIM when an experimental technique; coordinate with specific neuron or specific nerve or specific organ /innerv with probably /physiol in experimental studies or /surg in therapeutic studies,,,,98,98
{'DescriptorClass': '1'},D019772,,,,,,,,98; use TOPOTECAN (NM) 1991-97,98; TOPOTECAN was indexed under CAMPTOTHECIN/analogs & derivatives 1991-97
{'DescriptorClass': '1'},D019773,,,,note category: a retinal dis,,,,98,98
{'DescriptorClass': '1'},D019774,,,,,,,,98,98
{'DescriptorClass': '1'},D019779,,,,,,,,98,98
{'DescriptorClass': '1'},D019780,,,,"for routine use as label, use no qualifiers",,,,98; use TECHNETIUM TC 99M LIDOFENIN (NM) 1977-97,"98; TECHNETIUM TC 99M LIDOFENIN was indexed under IMINO ACIDS 1977-97, ORGANOTECHNETIUM COMPOUNDS 1990-97, ORGANOMETALLIC COMPOUNDS 1977-89, ACETANILIDE/analogs & derivatives 1978-89, & LIDOCAINE/analogs & derivatives 1978-80"
{'DescriptorClass': '1'},D019781,WW 220,,,,,,,98,98
{'DescriptorClass': '1'},D019782,,,,,,,,98; use RILUZOLE (NM) 1986-97,98; RILUZOLE was indexed under THIAZOLES 1986-97
{'DescriptorClass': '1'},D019783,,,,"for routine use as label, use no qualifiers",,,,98; use TECHNETIUM TC 99M DIMERCAPTOSUCCINIC ACID (NM) 1980-97,"98; TECHNETIUM TC 99M DIMERCAPTOSUCCINIC ACID was indexed under SUCCIMER 1980-97, ORGANOTECHNETIUM COMPOUNDS 1990-97, SULFHYDRYL COMPOUNDS 1977-89, ORGANOMETALLIC COMOUNDS 1977-89, & SUCCINATES 1977-79"
{'DescriptorClass': '1'},D019784,,,,"for routine use as label, use no qualifiers",,,,98; use TECHNETIUM TC 99M DIETHYL-IMINODIACETIC ACID (NM) 1977-97,"98; TECHNETIUM TC 99M DIETHYL IDA (now TECHNETIUM TC 99M DIETHYL-IMINODIACETIC ACID) was indexed under IMINO ACIDS 1977-97, ORGANOTECHNETIUM COMPOUNDS 1990-97, ORGANOMETALLIC COMPOUNDS 1977-89, LIDOCAINE/analogs & derivatives 1979-80, & ACETANILIDES 1977-79"
{'DescriptorClass': '1'},D019785,,,,"for routine use as label, use no qualifiers",,,,98; use TECHNETIUM TC 99M DISOFENIN (NM) 1980-97,"98; TECHNETIUM TC 99M DISOFENIN was indexed under ORGANOTECHNETIUM COMPOUNDS 1990-97, IMINO ACIDS 1980-97, & ORGANOMETALLIC COMPOUNDS 1980-89"
{'DescriptorClass': '1'},D019786,,,,,,,,98; use GADOLINIUM DTPA (NM) 1987-97,"98; GADOLINIUM DTPA was indexed under DTPA/analogs & derivatives 1994-97, ORGANOMETALLIC COMPOUNDS 1987-97, and DTPA 1987-93; GADOPENTETATE DIMEGLUMINE (now GADOLINIUM DTPA) was indexed under DTPA/analogs & derivatives 1994-97, ORGANOMETALLIC COMPOUNDS 1987-97, MEGLUMINE 1987-97, DRUG COMBINATIONS 1987-97, & DTPA 1987-93"
{'DescriptorClass': '1'},D019787,,,,"LINOLEIC ACIDS and LINOLEIC ACIDS, CONJUGATED are also available",,,,98; use LINOLEIC ACID (NM) 1981-97,"98; LINOLEIC ACID was indexed under LINOLEIC ACIDS 1981-97 & FATTY ACIDS, UNSATURATED 1981-83"
{'DescriptorClass': '1'},D019788,,,,,,,,2005(1978),2005; see FLUDEOXYGLUCOSE F 18 1998-2004; FLUDEOXYGLUCOSE F 18 was indexed under DEOXYGLUCOSE/analogs & derivatives 1978-1997
{'DescriptorClass': '1'},D019789,,,,,,,,98; use TETRAETHYLAMMONIUM (NM) 1980-97,98; TETRAETHYLAMMONIUM was indexed under TETRAETHYLAMMONIUM COMPOUNDS 1980-97
{'DescriptorClass': '1'},D019791,,,,,,,,98; use GUANIDINE (NM) 1974-97,98; GUANIDINE was indexed under GUANIDINES 1974-97
{'DescriptorClass': '1'},D019793,,,,,,,,98; see FLUORESCEIN (NM) 1981-97,98; see FLUORESCEINS 1969-97
{'DescriptorClass': '1'},D019794,,,,,,,,"98; use 2,3-DIPHOSPHOGLYCERATE (NM) 1980-97","98; 2,3-DIPHOSPHOGLYCERATE was indexed under DIPHOSPHOGLYCERIC ACIDS 1980-97"
{'DescriptorClass': '1'},D019796,,,,,,,,"1998; use 15-HYDROXY-11 ALPHA,9 ALPHA-(EPOXYMETHANO)PROSTA-5,13-DIENOIC ACID (NM) 1977-1997; for (15S)HYDROXY-9ALPHA,11ALPHA-(EPOXYMETHANO)PROSTA-5,13-DIENOIC ACID and 9,11-EPOXYMETHANO-PGH2 use PROSTAGLANDIN H2 (NM) 1992-2003","1998; 15-HYDROXY-11 ALPHA,9 ALPHA-(EPOXYMETHANO)PROSTA-5,13-DIENOIC ACID was indexed under PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC 1978-97 & THROMBOXANE A2/analogs & derivatives 1983-97; (15S)HYDROXY-9ALPHA,11ALPHA-(EPOXYMETHANO)PROSTA-5,13-DIENOIC ACID and 9,11-EPOXYMETHANO-PGH2 were indexed under PROSTAGLANDINS H 1993-2003 & PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC 1986-1992"
